AssetName,FloorPlanGroupName,RecommendationDate,InputtedRent,ChangeReason,Comment,User,Timestamp,recc_rate,recc_rate_lower,recc_rate_upper
Cortland Sunbury,3x2.5,2024-12-29,"2,365",Strong/High trends do not support rent recommendation,leased 94%,Melissa Jones,2024-12-30,2247.310791015625,2191.1279296875,2303.493408203125
Cortland Hilliard,2x2,2025-02-16,"1,703",Baseline Rent Accepted,"leased 95.5%, no rate change",Melissa Jones,2025-02-17,1702.970625443892,1661.8082885742188,1744.1329623135653
Cortland Sugarloaf,2x1,2024-12-04,"1,700",Strong/High trends do not support rent recommendation,,Zack Knab,2024-12-05,1534.0890415736608,1497.3483189174108,1570.8296421595983
The Springs at Peachtree Corners,2x2,2025-01-13,"1,495",Other Action taken (see comment),,Zack Knab,2025-01-14,1460.5263422751914,1424.5821284080039,1496.4706782126914
Cortland West Nashville,2x2,2025-01-13,"2,370",Other Action taken (see comment),"leased 92%, data entry",Melissa Jones,2025-01-14,2381.54296875,2325.341796875,2437.744140625
Fairmont at Fossil Creek,2x2,2024-12-11,"1,832",Other Action taken (see comment),Making $1 change to move from YS to RMP,Jason Halpert,2024-12-12,1734.2551333778783,1691.4908511513158,1777.0194156044408
Cortland Oleander - Phase 1,2x2,2024-12-04,"2,335",Strong/High trends do not support rent recommendation,,Zack Knab,2024-12-05,2293.597900390625,2242.050048828125,2345.14599609375
1000 Spalding,3x2,2024-12-04,"2,350",Strong/High trends do not support rent recommendation,,Zack Knab,2024-12-05,2307.4922688802085,2251.2632649739585,2363.7212727864585
Cortland at Valley Ranch,3x2,2024-12-01,"2,660",Strong/High trends do not support rent recommendation,,Jason Halpert,2024-12-02,2540.833794487847,2480.055962456597,2601.611626519097
Cortland Westshore,1x1,2024-12-22,"2,130",Baseline Rent Accepted,$50 Inc; High F60.,Corinne Smith,2024-12-23,2129.893864836516,2080.3679289641204,2179.4199670862267
The Springs at Peachtree Corners,3x2,2025-01-13,"1,805",Other Action taken (see comment),,Zack Knab,2025-01-14,1452.45849609375,1416.78759765625,1488.1292724609375
Cortland at the Hammocks - Phase 2,1x1,2024-12-15,"2,041",Other Action taken (see comment),$20 inc; High app volume.,Corinne Smith,2024-12-16,1908.517175946917,1862.086635044643,1954.947719029018
Cortland at Castle Hills,2x2,2024-12-15,"2,224",Other Action taken (see comment),Test +$4,Ruchi Naik,2024-12-16,2142.267043340774,2092.905715215774,2191.6286121186754
Cortland Museum District,2x2.5,2025-01-13,"4,785",Other Action taken (see comment),Yesterday ask,Jason Halpert,2025-01-14,4226.638903166118,4135.288805509868,4317.989058645148
Cortland North Dallas,2x1,2025-01-13,"1,575",Baseline Rent Accepted,hold,Ruchi Naik,2025-01-14,1582.8445231119792,1544.2993570963542,1621.3895670572917
Cortland Brackenridge,2x2,2025-01-05,"2,050",Baseline Rent Accepted,,Jason Halpert,2025-01-06,2012.5027146112352,1967.1604410807292,2057.8451073056176
The Bend at Broad,2x1,2024-12-01,"1,167",Other Action taken (see comment),leased 91%,Melissa Jones,2024-12-02,1120.9249549278845,1093.4078650841345,1148.4420447716345
Cortland Sugarloaf,2x2,2024-12-04,"1,800",Strong/High trends do not support rent recommendation,,Zack Knab,2024-12-05,1760.8285551525298,1718.6611967540923,1802.9957914806548
Cortland World Gateway,2x2,2024-12-09,"1,949",Baseline Rent Accepted,$59 Inc (lower),Corinne Smith,2024-12-10,1995.8859655501994,1949.468848045836,2042.3030233180268
Cortland Sugarloaf,2x1,2024-12-19,"1,695",Strong/High trends do not support rent recommendation,,Zack Knab,2024-12-20,1534.0901402064733,1497.3495396205358,1570.8307407924108
The Overlook at Daytona,0x1,2025-01-13,"1,134",Baseline Rent Accepted,Dec $19 (Opt),Corinne Smith,2025-01-14,1133.5618082682292,1114.2644449869792,1152.8591715494792
Cortland at the Nations,2x2,2025-01-13,"2,141",Other Action taken (see comment),"leased 86%, data entry",Melissa Jones,2025-01-14,2166.209298270089,2114.161202566964,2218.257393973214
Cortland East Cobb,2x1,2024-12-04,"1,730",Strong/High trends do not support rent recommendation,,Zack Knab,2024-12-05,1668.9595947265625,1627.657470703125,1710.26171875
Cortland River North - Phase 1,1x1,2025-02-13,"2,945",Other Action taken (see comment),"94%, 0-2",Zack Knab,2025-02-14,2756.302787230187,2695.3022284753542,2817.303104361308
Paseo at Bee Cave,1x1,2025-01-13,"1,432",Other Action taken (see comment),Yesterday ask,Jason Halpert,2025-01-14,1352.0352469104075,1321.228484215095,1382.8418875354075
Cortland on Coyote Ridge,2x1,2024-12-15,"1,702",Other Action taken (see comment),Test -$10,Ruchi Naik,2024-12-16,1628.1439208984375,1589.2528076171875,1667.0350341796875
Cortland at the Village - Phase 3,2x2,2024-12-08,"1,930",Strong/High trends do not support rent recommendation,,Zack Knab,2024-12-09,1853.7831738684788,1811.9602978919163,1895.6060498450413
Cortland River Place,1x1,2025-02-19,"1,373",Baseline Rent Accepted,,Jason Halpert,2025-02-20,1355.2837037901947,1330.3001832823822,1380.2672242980072
The Springs at Peachtree Corners,2x1,2025-01-13,"1,280",Other Action taken (see comment),,Zack Knab,2025-01-14,1167.4078029357281,1138.6491359435406,1196.1663478576031
Cortland Sugar Land,2x2,2024-11-19,"2,195",Other Action taken (see comment),"Agree with model increase, but keeping best rate for marketing purposes at $1999, where the model floor of $6 makes it $2005",Jason Halpert,2024-11-20,2253.138045601223,2201.315031632133,2304.961043648098
Cortland Sabino Canyon,3x2,2024-11-25,"1,780",Other Action taken (see comment),,Joshua Bivens,2024-11-26,1724.7808837890625,1682.130126953125,1767.431640625
Cortland North Tucson,2x2,2025-01-13,"1,600",Other Action taken (see comment),held,Joshua Bivens,2025-01-14,1563.859375,1525.901611328125,1601.8172607421875
Cortland West Nashville,1x1,2025-01-13,"1,728",Other Action taken (see comment),"leased 92%, data entry",Melissa Jones,2025-01-14,1728.032318557518,1686.3278507840805,1769.7367863309555
Cortland at Twin Creeks,1x1,2024-12-15,"1,322",Other Action taken (see comment),Test -$13,Ruchi Naik,2024-12-16,1366.353759765625,1334.1448974609375,1398.5626220703125
Cortland Hilliard,2x2,2024-12-02,"1,670",Strong/High trends do not support rent recommendation,leased 95.5%,Melissa Jones,2024-12-03,1619.9944846413352,1580.9065940163352,1659.0823752663352
Cortland West Plano,2x1,2025-02-16,"2,071",Other Action taken (see comment),"+$40, have opportunity to increase may take small discount on those long standing vacants but would like future units to have higher rents, and goal is to increase rate",Ruchi Naik,2025-02-17,1963.2223714192708,1918.7001546223958,2007.7445882161458
Cortland Chandler Crossing,2x2,2024-11-25,"2,060",Other Action taken (see comment),,Joshua Bivens,2024-11-26,2091.8058471679688,2042.7931518554688,2140.8185436542217
Cortland Chandler Crossing,1x1,2024-11-25,"1,802",Other Action taken (see comment),,Joshua Bivens,2024-11-26,1729.3456217447917,1687.8254801432292,1770.8656412760417
Cortland Uptown Buckhead,1x1,2024-12-19,"1,350",Strong/High trends do not support rent recommendation,,Zack Knab,2024-12-20,1298.8264356591235,1268.368549916936,1329.284321401311
Cortland Uptown Buckhead,1x1,2024-12-19,"1,370",Strong/High trends do not support rent recommendation,,Zack Knab,2024-12-20,1298.8264356591235,1268.368549916936,1329.284321401311
Cortland at RTP,3x2,2025-01-13,"1,730",Other Action taken (see comment),"leased 87.5%, data entry",Melissa Jones,2025-01-14,1656.9514567057292,1615.9442545572917,1697.9585367838542
Cortland Sugarloaf,1x1,2024-12-04,"1,500",Strong/High trends do not support rent recommendation,,Zack Knab,2024-12-05,1373.9407203311011,1342.5907447451636,1405.2906959170386
Cortland Watermark,3x2.5,2024-12-04,"2,375",Strong/High trends do not support rent recommendation,,Zack Knab,2024-12-05,2243.571044921875,2187.65380859375,2299.488525390625
Cortland Highcroft,2x1,2024-12-30,"1,510",Other Action taken (see comment),leased 78%,Melissa Jones,2024-12-31,1432.2969563802083,1396.5103352864583,1468.0834554036458
Cortland West Nashville,0x1,2024-12-15,"1,413",Baseline Rent Accepted,leased 89%,Melissa Jones,2024-12-16,1448.298583984375,1413.4324951171875,1483.1646728515625
Cortland Cary - Phase 1,2x2,2024-12-09,"1,760",Baseline Rent Accepted,leased 87%,Melissa Jones,2024-12-10,1750.8806023848683,1709.9556756270558,1791.8056512129933
Cortland Ridglea - Phase 1,2x2,2024-12-17,"1,593",Baseline Rent Accepted,,Jason Halpert,2024-12-18,1592.667051733994,1555.9113144293065,1629.4227890386815
Cortland Oak Lawn,2x2,2024-12-29,"2,085",Baseline Rent Accepted,,Jason Halpert,2024-12-30,2069.759948160047,2022.7331645644713,2116.7865845867404
Cortland Uptown Altamonte,3x2,2025-01-14,"2,655",Strong/High trends do not support rent recommendation,no change,Shalina Daswani,2025-01-15,2546.697281376008,2484.642593876008,2608.751724735383
Cortland at National Landing,1x1-C,2024-12-09,"2,265",Baseline Rent Accepted,leased 90%,Melissa Jones,2024-12-10,2220.0251108434077,2172.4533334996577,2267.5968881871577
Cortland at the Village - Phase 3,2x1,2024-12-08,"1,895",Strong/High trends do not support rent recommendation,,Zack Knab,2024-12-09,1835.1641453872492,1792.9115819106867,1877.4167088638117
Cortland Duluth - Phase 1C,2x2,2024-12-04,"1,735",Strong/High trends do not support rent recommendation,,Zack Knab,2024-12-05,1592.840778976521,1559.698933273396,1625.9827467499586
Fairmont at Fossil Creek,3x2,2024-12-11,"2,084",Other Action taken (see comment),Making $1 change to move from YS to RMP,Jason Halpert,2024-12-12,1933.0889892578125,1885.1134033203125,1981.064697265625
Cortland North Dallas,2x1,2025-01-06,"1,575",Baseline Rent Accepted,lowered -$35 since we removed the concession,Ruchi Naik,2025-01-07,1612.0954996744792,1572.8191324869792,1651.3718668619792
Cortland North Brookhaven,3x2,2024-12-19,"2,700",Strong/High trends do not support rent recommendation,,Zack Knab,2024-12-20,2593.393729073661,2529.951834542411,2656.835867745536
Winthrop West,2x2,2025-02-16,"1,709",Baseline Rent Accepted,Inc $30 (Opt). 6 apps T7.,Corinne Smith,2025-02-17,1710.6381419788706,1671.4659077037466,1749.810376253995
Parkers Landing,1x1,2025-02-16,"1,789",Baseline Rent Accepted,Dec $36 (Opt).,Corinne Smith,2025-02-17,1788.6286091354657,1745.3633503464032,1831.8938679245282
Jefferson Chase,3x2,2025-02-16,"1,660",Strong/High trends do not support rent recommendation,"leased 93%, inc $33",Melissa Jones,2025-02-17,1593.3219549005682,1553.9121648615057,1632.7317449396307
Cortland Chisholm Trail,1x1,2024-12-11,"1,379",Other Action taken (see comment),Making $1 change to move from YS to RMP,Jason Halpert,2024-12-12,1317.804324127907,1286.885378815407,1348.723269440407
Cortland South Kendall - Phase 1,1x1,2024-12-19,"2,276",Other Action taken (see comment),$1 Change for Web Feed,Corinne Smith,2024-12-20,2161.7749837239585,2111.3452962239585,2212.2049153645835
Cortland at Castle Hills,1x1,2024-12-15,"1,386",Other Action taken (see comment),Test +$5,Ruchi Naik,2024-12-16,1380.7760760967549,1349.3393085186299,1412.2127216045674
Cortland North Dallas,2x2,2024-11-10,"1,876",Baseline Rent Accepted,,Ruchi Naik,2024-11-11,1876.1315104166667,1830.8074137369792,1921.4557291666667
Cortland Nona,2x2,2025-01-06,"2,465",Baseline Rent Accepted,Inc $30,Corinne Smith,2025-01-07,2494.6630606815734,2434.7570548221984,2554.5693106815734
Cortland Riverview,2x2,2025-01-05,"2,164",Baseline Rent Accepted,Inc $14 (Optimal); Good trend. Website feed.,Corinne Smith,2025-01-06,2164.4815125396285,2115.3562683990035,2213.6067566802535
Battery 1st Base,1x1,2024-09-15,"1,825",Other Action taken (see comment),Have to balance with 2nd base,Zack Knab,2024-09-16,1765.4244427748129,1725.1365992586377,1805.7124057823503
Cortland Olde Raleigh,3x2,2024-10-31,"1,915",Strong/High trends do not support rent recommendation,leased 100%,Melissa Jones,2024-11-01,1850.4300537109375,1804.3193359375,1896.5408935546875
Cortland at New Albany,2x1,2024-09-02,"1,755",Strong/High trends do not support rent recommendation,F90 97%,Melissa Jones,2024-09-03,1659.1509195963542,1617.8387858072917,1700.4630533854167
Cortland Falls River,1x1,2024-11-04,"1,172",Baseline Rent Accepted,leased 87.5%,Melissa Jones,2024-11-05,1177.2283121744792,1149.4642740885417,1204.9923502604167
Cortland East Cobb,2x2,2024-10-01,"1,910",Soft/Low trends do not support rent recommendation,,Zack Knab,2024-10-02,1992.4885615596065,1943.4634150752315,2041.5137080439815
Cortland at the Village - Phase 1,2x1,2024-12-17,"1,740",Baseline Rent Accepted,,Zack Knab,2024-12-18,1732.5795375279017,1690.0283900669642,1775.1305629185267
Cortland at the Hill,0x1,2024-12-17,"1,600",Strong/High trends do not support rent recommendation,,Zack Knab,2024-12-18,1481.9346986428286,1445.4119935647036,1518.4574037209536
Cortland Ridglea - Phase 2,1x1,2025-02-18,"1,270",Other Action taken (see comment),Marketing change,Jason Halpert,2025-02-19,1277.8132138283836,1247.4531427850786,1308.1732856801013
Perimeter Circle,2x2,2024-09-22,"1,655",Baseline Rent Accepted,,Zack Knab,2024-09-23,1652.7130216272865,1612.279305806974,1693.146737447599
Cortland Highcroft,2x2,2024-09-19,"1,705",Baseline Rent Accepted,F90 94%,Melissa Jones,2024-09-20,1726.6462149784484,1684.8528800175109,1768.4394278690734
Cortland Duluth - Phase 1C,1x1,2024-10-02,"1,410",Soft/Low trends do not support rent recommendation,,Zack Knab,2024-10-03,1432.4113117374786,1401.0610920109161,1463.7614093937286
Cortland Cary - Phase 2,2x2,2024-08-29,"1,889",Baseline Rent Accepted,F90 88%,Melissa Jones,2024-08-30,1887.8030978427844,1843.0953341709094,1932.5107394443469
Cortland Mallard Creek,1x1,2024-12-16,"1,235",Baseline Rent Accepted,"leased 84%, dec $55",Melissa Jones,2024-12-17,1233.7535959266754,1203.9203439735504,1263.586969950113
Cortland Midtown East Phase 2 - Avenues,2x2,2025-02-19,"1,660",Baseline Rent Accepted,"leased 88%, dec $5",Melissa Jones,2025-02-20,1641.2012374650187,1603.1470382462687,1679.2555587540812
Perimeter 5550,2x2,2024-09-15,"1,780",Soft/Low trends do not support rent recommendation,,Zack Knab,2024-09-16,1837.9647599405316,1792.2618790811566,1883.6675187295941
Cortland Dublin,2x2,2024-09-02,"1,660",Strong/High trends do not support rent recommendation,F90 94%,Melissa Jones,2024-09-03,1674.354736328125,1634.718505859375,1713.990966796875
Cortland Highcroft,1x1,2024-08-29,"1,403",Baseline Rent Accepted,F90 89%,Melissa Jones,2024-08-30,1407.1671521417027,1374.2723767510777,1440.0618054620152
Cortland Watermark,2x2,2025-01-01,"1,820",Strong/High trends do not support rent recommendation,,Zack Knab,2025-01-02,1793.8110302734376,1752.1877392578126,1835.43419921875
Cortland Falls River,3x2,2024-09-02,"1,975",Low lead volume,F90 93%,Melissa Jones,2024-09-03,1920.7518136160713,1875.5969063895088,1965.906733921596
Cortland North Brookhaven,2x1,2024-11-04,"1,935",Strong/High trends do not support rent recommendation,,Zack Knab,2024-11-05,1760.6809931216033,1717.6558466372283,1803.7061396059783
Cortland on Orange,1x1,2025-01-06,"1,786",Baseline Rent Accepted,Dec -$25 (Opt),Corinne Smith,2025-01-07,1791.4903487625656,1753.8962180397727,1829.0844504616477
Cortland Duluth - Phase 1C,1x1,2024-09-16,"1,410",Baseline Rent Accepted,,Zack Knab,2024-09-17,1426.1327472843536,1394.9395099796661,1457.3258625187286
Sunbury Ridge,2x1,2024-09-15,"1,389",Baseline Rent Accepted,leased 95%,Melissa Jones,2024-09-16,1423.9151204427083,1389.2755940755208,1458.5546468098958
Cortland North Brookhaven,2x2,2024-09-16,"2,210",Baseline Rent Accepted,,Zack Knab,2024-09-17,2263.7382033327794,2213.6793654421544,2313.7970412234044
Cortland Cotswold,2x2,2024-09-02,"1,635",Baseline Rent Accepted,F90 94%,Melissa Jones,2024-09-03,1646.4688361672795,1606.310755112592,1686.626917221967
Cortland Cary - Phase 1,1x1,2024-11-04,"1,545",Strong/High trends do not support rent recommendation,leased 94%,Melissa Jones,2024-11-05,1444.8959492384786,1411.736891621291,1478.0548847853536
Cortland West Nashville,1x1,2024-09-19,"1,779",Baseline Rent Accepted,F90 94%,Melissa Jones,2024-09-20,1817.181976760643,1773.2487492215805,1861.115082229393
Cortland Bull City,0x1,2024-09-19,"1,415",Low lead conversion,F90 93%,Melissa Jones,2024-09-20,1494.6499350943216,1457.1296714224466,1532.170076695884
Cortland Falls River,2x2,2024-10-21,"1,569",Baseline Rent Accepted,leased 92.5%,Melissa Jones,2024-10-22,1606.7125244140625,1568.8509521484375,1644.5740966796875
Cortland Bluff Springs,1x1,2025-02-19,"1,310",Baseline Rent Accepted,,Jason Halpert,2025-02-20,1335.7215177928301,1309.4099943553301,1362.0330412303301
Perimeter 5550,2x2,2024-09-22,"1,755",Soft/Low trends do not support rent recommendation,,Zack Knab,2024-09-23,1837.5532609170941,1791.8606339639691,1883.2457657999066
Perimeter 5550,2x2,2024-09-22,"1,755",Soft/Low trends do not support rent recommendation,,Zack Knab,2024-09-23,1837.5532609170941,1791.8606339639691,1883.2457657999066
Reserve at Abbie Lakes,2x2,2024-10-06,"1,309",Baseline Rent Accepted,leased 87.5%,Melissa Jones,2024-10-07,1339.169677734375,1306.0654296875,1372.27392578125
Cortland Independence,1x1,2024-11-12,"1,916",Other Action taken (see comment),,Melissa Jones,2024-11-13,1848.6715369591345,1803.070096529447,1894.2728553185095
Cortland Belgate,2x2,2024-10-28,"1,635",Baseline Rent Accepted,leased 90%,Melissa Jones,2024-10-29,1645.8718915052816,1606.5191083021566,1685.2246747084066
Reserve at Abbie Lakes,2x1,2024-10-06,"1,222",Other Action taken (see comment),"leased 93%, keeping some units in $1100 range",Melissa Jones,2024-10-07,1257.0106743706597,1225.9221733940972,1288.0990532769097
Cortland West Nashville,1x1,2024-10-20,"1,925",Strong/High trends do not support rent recommendation,leased 97%,Melissa Jones,2024-10-21,1843.318939651268,1798.7323917997055,1887.905609573143
Perimeter 5550,2x1,2024-11-26,"1,630",Strong/High trends do not support rent recommendation,,Zack Knab,2024-11-27,1561.8327229817708,1523.1201985677083,1600.5451253255208
Cortland Duluth - Phase 2A,2x1,2024-09-16,"1,600",Strong/High trends do not support rent recommendation,,Zack Knab,2024-09-17,1531.166748046875,1493.04541015625,1569.2882080078125
Cortland Falls River,1x1,2024-09-16,"1,200",Baseline Rent Accepted,leased 92%,Melissa Jones,2024-09-17,1192.1653238932292,1164.0278727213542,1220.3027750651042
Battery 2nd Base,1x1,2024-10-01,"1,825",Baseline Rent Accepted,,Zack Knab,2024-10-02,1807.1677424298587,1764.8990656720462,1849.4362971173587
Abbie Lakes,2x2,2024-09-29,"1,290",Other Action taken (see comment),"F90 91%, less drastic dec",Melissa Jones,2024-09-30,1213.8880964006696,1184.578892299107,1243.1974225725446
Reserve at Abbie Lakes,2x1.5,2024-10-20,"1,235",Baseline Rent Accepted,leased 92%,Melissa Jones,2024-10-21,1216.2791341145833,1186.3554280598958,1246.2027180989583
Cortland Rosslyn - Phase 2,2x2,2024-11-25,"4,475",Strong/High trends do not support rent recommendation,leased 95%,Melissa Jones,2024-11-26,4329.90282402664,4232.200251344774,4427.605072521773
Battery 2nd Base,3x3,2024-09-15,"3,780",Baseline Rent Accepted,,Zack Knab,2024-09-16,3791.30517578125,3696.022705078125,3886.587890625
Abbie Lakes,1x1,2024-10-30,"1,175",Baseline Rent Accepted,leased 96%,Melissa Jones,2024-10-31,1175.1730317615327,1146.3622407459077,1203.9839448474702
Brooksedge,2x1.5,2024-10-06,"1,294",Baseline Rent Accepted,leased 93%,Melissa Jones,2024-10-07,1307.3172781808037,1275.2822440011162,1339.3523123604912
Brooksedge,2x1.5,2024-10-06,"1,294",Baseline Rent Accepted,leased 95%,Melissa Jones,2024-10-07,1307.3172781808037,1275.2822440011162,1339.3523123604912
Cortland at 2534,3x2,2025-01-12,"2,233",Other Action taken (see comment),Held the course in rates. 2 tours in the 3x2,Joshua Bivens,2025-01-13,2179.093505859375,2124.8662109375,2233.32080078125
Cortland Duluth - Phase 2A,2x2,2024-10-02,"1,640",Baseline Rent Accepted,,Zack Knab,2024-10-03,1613.4877554086538,1574.0841909555288,1652.8913198617788
Lake`s Edge,1x1,2024-10-02,"1,020",Soft/Low trends do not support rent recommendation,F90 90%,Melissa Jones,2024-10-03,1061.5929046630858,1035.6234130859375,1087.5624969482421
Cortland Duluth - Phase 2A,1x1,2024-10-02,"1,300",Baseline Rent Accepted,,Zack Knab,2024-10-03,1294.4260544549852,1263.0183396112352,1325.8337692987352
Cortland Duluth - Phase 2A,2x1,2024-09-08,"1,625",Strong/High trends do not support rent recommendation,,Zack Knab,2024-09-09,1531.166748046875,1493.04541015625,1569.2882080078125
Cortland Duluth - Phase 2A,2x1,2024-09-08,"1,625",Strong/High trends do not support rent recommendation,,Zack Knab,2024-09-09,1531.166748046875,1493.04541015625,1569.2882080078125
Cortland Sugarloaf,3x2,2024-11-04,"2,060",Baseline Rent Accepted,,Zack Knab,2024-11-05,2079.883024669829,2029.534656343006,2130.2311895461307
Cortland Galleria,2x2,2024-09-12,"2,188",Strong/High trends do not support rent recommendation,Nothing avail and only 2 pending Oct/Nov,Ruchi Naik,2024-09-13,2135.3015950520835,2084.6273251488096,2185.9756750682045
Cortland at the Nations,1x1,2024-10-30,"1,815",Baseline Rent Accepted,leased 96%,Melissa Jones,2024-10-31,1806.1778564453125,1762.5234375,1849.832275390625
Cortland Duluth - Phase 1C,2x1,2024-10-01,"1,545",Baseline Rent Accepted,,Zack Knab,2024-10-02,1536.1971174712874,1503.8770491119124,1568.5171858306624
Cortland Hilliard,1x1,2024-10-09,"1,324",Strong/High trends do not support rent recommendation,leased 95%,Melissa Jones,2024-10-10,1272.913818359375,1242.5784912109375,1303.249267578125
Cortland Allen Station,3x2,2024-12-15,"2,562",Other Action taken (see comment),Test -$20,Ruchi Naik,2024-12-16,2559.1357421875,2497.2197265625,2621.051513671875
Cortland Rosslyn - Phase 1,1x2,2024-11-25,"3,750",Baseline Rent Accepted,leased 95.5%,Melissa Jones,2024-11-26,3588.1467063210225,3506.4543124112215,3669.839044744318
Cortland Wren Northlake - Phase 2,1x1,2024-11-25,"1,527",Baseline Rent Accepted,leased 97.5%,Melissa Jones,2024-11-26,1578.2687648338608,1540.9394191307358,1615.5981105369858
Indigo Creek,1x1,2024-11-21,"1,297",Other Action taken (see comment),,Joshua Bivens,2024-11-22,1300.9579264322917,1269.2350260416667,1332.6808268229167
Sunbury Ridge,1x1,2024-11-10,"1,125",Other Action taken (see comment),leased 91%,Melissa Jones,2024-11-11,1083.7093505859375,1058.5916442871094,1108.8271484375
Cortland University City,3x2,2024-09-03,"1,640",Known product issue,F90 83%,Melissa Jones,2024-09-04,1608.1124810112847,1569.0590142144097,1647.1659478081597
Cortland Lex,2x2,2024-12-04,"2,000",Strong/High trends do not support rent recommendation,,Zack Knab,2024-12-05,1933.3565489451091,1889.2081400553386,1977.5048828125
Cortland at the Nations,2x2,2024-10-06,"2,370",Baseline Rent Accepted,leased 90.5%,Melissa Jones,2024-10-07,2424.942940848214,2366.426583426339,2483.459542410714
Cortland Sugar Land,2x2,2024-11-03,"2,150",Baseline Rent Accepted,,Jason Halpert,2024-11-04,2227.016219429348,2175.846280305282,2278.186141304348
Cortland North Haven,3x2,2024-11-14,"2,450",Baseline Rent Accepted,,Jason Halpert,2024-11-15,2459.2935357862902,2399.6883111769152,2518.8987603956652
Cortland West Nashville,0x1,2024-09-16,"1,657",Baseline Rent Accepted,leased 95%,Melissa Jones,2024-09-17,1640.2618408203125,1600.5968017578125,1679.927001953125
Cortland Lex,2x2,2024-09-16,"2,060",Baseline Rent Accepted,,Zack Knab,2024-09-17,2064.8213704427085,2017.3544158935547,2112.2881673177085
Cortland Allen Station,2x2,2024-09-12,"2,109",Other Action taken (see comment),have room to increase but once we do we cease to lease- if we can lease 2 more I will increase rate,Ruchi Naik,2024-09-13,2145.6631012796706,2096.841986984503,2194.484373665898
Cortland Hilliard,2x2,2024-09-02,"1,515",Baseline Rent Accepted,F90 89%,Melissa Jones,2024-09-03,1552.4012229225852,1515.0031516335227,1589.7992942116477
Cortland West Nashville,0x1,2024-10-23,"1,499",Baseline Rent Accepted,leased 91%,Melissa Jones,2024-10-24,1502.6529541015625,1466.4281005859375,1538.8779296875
Cortland Wren Northlake - Phase 1,1x1,2024-09-19,"1,373",Baseline Rent Accepted,F90 93.5%,Melissa Jones,2024-09-20,1309.828896127096,1278.622841439596,1341.034950814596
Cortland Bowery,2x2,2025-01-06,"2,067",Baseline Rent Accepted,Inc $21,Corinne Smith,2025-01-07,2072.046233668472,2024.945830374053,2119.14670308431
Cortland Lex,1x1,2024-09-16,"1,685",Strong/High trends do not support rent recommendation,,Zack Knab,2024-09-17,1612.1949869791667,1573.3693033854167,1651.0206705729167
Cortland West Nashville,1x1,2024-10-06,"1,837",Baseline Rent Accepted,leased 95%,Melissa Jones,2024-10-07,1836.7555851590805,1792.3329777372055,1881.178070510643
Cortland NoDa,1x1,2024-11-04,"1,520",Soft/Low trends do not support rent recommendation,leased 91%,Melissa Jones,2024-11-05,1648.1630702325476,1610.9560389825476,1685.3701014825476
