AssetName,FloorPlanGroupName,RecommendationDate,InputtedRent,ChangeReason,Comment,User,Timestamp,recc_rate,recc_rate_lower,recc_rate_upper
Cortland Midtown East Phase 1 - Vue 64,3x2,2024-11-19,"2,170",Baseline Rent Accepted,leased 68%,Melissa Jones,2024-11-20,2147.920654296875,2098.0976305509867,2197.74365234375
Cortland at National Landing,2x2-C,2024-12-09,"3,345",Baseline Rent Accepted,leased 85%,Melissa Jones,2024-12-10,3313.34736991223,3244.67891288098,3382.016071084105
Cortland North Dallas,0x1,2024-11-11,"1,099",Baseline Rent Accepted,,Ruchi Naik,2024-11-12,1094.3948290168894,1070.5732958137644,1118.216464533282
Cortland Scottsdale Mountain,2x2,2025-01-13,"1,696",Other Action taken (see comment),held,Joshua Bivens,2025-01-14,1748.8672291825458,1712.6257741044208,1785.1088063309833
Cortland Onion Creek,1x1,2024-12-25,"1,377",Strong/High trends do not support rent recommendation,Plus strong velocity,Jason Halpert,2024-12-26,1339.4049022944287,1309.4488476069287,1369.3610790522412
Cortland Wren Northlake - Phase 1,0x1,2025-01-06,"1,275",Other Action taken (see comment),leased 88%,Melissa Jones,2025-01-07,1180.1020220588234,1151.7023638556984,1208.501558191636
Cortland Powell,2x2.5,2024-12-02,"1,995",Baseline Rent Accepted,leased 97%,Melissa Jones,2024-12-03,2029.8249901523109,1984.5246971835609,2075.12518464417
Cortland Highcroft,1x1,2024-12-30,"1,405",Baseline Rent Accepted,leased 96%,Melissa Jones,2024-12-31,1438.4778210870152,1404.8003308526402,1472.1553113213902
Cortland Sunbury,2x2,2024-12-15,"1,664",Baseline Rent Accepted,leased 95%,Melissa Jones,2024-12-16,1565.5779622395833,1527.5530598958333,1603.6028645833333
Cortland West Boynton,3x2,2024-12-09,"2,674",Baseline Rent Accepted,-$36 Dec (upper),Corinne Smith,2024-12-10,2609.887451171875,2545.980224609375,2673.794921875
Cortland at National Landing,2x1-C,2025-02-17,"2,775",Strong/High trends do not support rent recommendation,"leased 96.5%, inc $25",Melissa Jones,2025-02-18,2682.9435445851295,2623.2191793507545,2742.6681539601295
Cortland North Plano,3x3,2024-12-15,"2,743",Other Action taken (see comment),Test -$14 ( lowered to another bucket),Ruchi Naik,2024-12-16,2636.9976399739585,2573.3809407552085,2700.6143391927085
Gallery,2x2,2025-02-16,"1,864",Baseline Rent Accepted,Hold | Inc hold days to 21,Corinne Smith,2025-02-17,1847.60302734375,1802.4696044921875,1892.7364501953125
Cortland Mountain Vista,2x2,2025-02-16,"1,780",Other Action taken (see comment),held,Joshua Bivens,2025-02-17,1632.214382595486,1593.6993679470486,1670.729519314236
Cortland Belmar Phase II,1x1-R,2025-01-12,"1,928",Other Action taken (see comment),helld the course,Joshua Bivens,2025-01-13,1909.6642844460227,1870.2408225319602,1949.0876242897727
Fairmont at Fossil Creek,2x1,2024-11-14,"1,596",Strong/High trends do not support rent recommendation,,Jason Halpert,2024-11-15,1527.2357991536458,1489.2632649739583,1565.2083333333333
Cortland Uptown Altamonte,1x1,2025-01-14,"1,800",Baseline Rent Accepted,Inc $16 90.8% trend,Shalina Daswani,2025-01-15,1845.4014584837842,1800.2338559447217,1890.5690610228467
Cortland at Twin Creeks,1x1,2025-01-12,"1,302",Baseline Rent Accepted,"- $20 reduction, we are not meeting budget Occ, and many comps are priced in the $1100s",Ruchi Naik,2025-01-13,1268.6593017578125,1238.892822265625,1298.42578125
Fairmont at Fossil Creek,2x2,2024-11-14,"1,833",Strong/High trends do not support rent recommendation,,Jason Halpert,2024-11-15,1726.9964663856908,1684.4137027138158,1769.5792300575658
Cortland Nona,3x2,2025-01-06,"2,739",Baseline Rent Accepted,Inc $19 (Opt),Corinne Smith,2025-01-07,2859.470149739583,2791.564388020833,2927.376155598958
The Addison at Sandy Springs,2x2,2025-02-13,"1,460",Other Action taken (see comment),"88%, 0-0",Zack Knab,2025-02-14,1499.6895321116729,1464.2183909696691,1535.1606732536766
Cortland Dublin,2x2,2025-02-16,"1,591",Baseline Rent Accepted,"leased 87.5%, dec $30",Melissa Jones,2025-02-17,1629.4445482889812,1591.0157051086426,1667.873270670573
Cortland Las Casas,2x1,2025-01-13,"1,450",Other Action taken (see comment),held,Joshua Bivens,2025-01-14,1436.197021484375,1399.0421142578125,1473.3519287109375
Sunbury Ridge,2x1.5,2025-02-16,"1,570",Baseline Rent Accepted,"leased 100%, no rate change",Melissa Jones,2025-02-17,1534.9339367094494,1499.0457531156994,1570.822242373512
Cortland Watermark,3x2.5,2024-12-19,"2,320",Strong/High trends do not support rent recommendation,,Zack Knab,2024-12-20,2243.571044921875,2187.65380859375,2299.488525390625
Cortland Vesta,2x2,2025-02-13,"2,190",Other Action taken (see comment),"84%, 0-1",Zack Knab,2025-02-14,2230.248448135829,2179.9600092821784,2280.5368845722464
Cortland Southpark Terraces,2x2,2024-11-18,"1,700",Baseline Rent Accepted,,Jason Halpert,2024-11-19,1740.3985188802083,1698.3656819661458,1782.4314778645833
Cortland Museum District,1x2,2025-01-13,"5,200",Other Action taken (see comment),Yesterday ask,Jason Halpert,2025-01-14,4867.0,4746.5751953125,4987.4248046875
Jefferson Chase,2x2,2025-02-16,"1,371",Baseline Rent Accepted,"leased 96%, inc $53",Melissa Jones,2025-02-17,1371.0612890625,1337.3710668945312,1404.751632080078
Cortland Viridian,1x1,2024-12-04,"1,470",Strong/High trends do not support rent recommendation,,Zack Knab,2024-12-05,1447.4124407087054,1414.630580357143,1480.194301060268
Cortland Viridian,1x1,2024-12-04,"1,450",Baseline Rent Accepted,,Zack Knab,2024-12-05,1447.4124407087054,1414.630580357143,1480.194301060268
Cortland Duluth - Phase 1C,3x2,2024-11-11,"2,000",Strong/High trends do not support rent recommendation,,Zack Knab,2024-11-12,1914.4893298781062,1873.2044177687312,1955.7741199171687
Cortland Viridian,1x1,2025-02-13,"1,420",Other Action taken (see comment),"89%, 2-6",Zack Knab,2025-02-14,1427.9344133649554,1395.6394914899554,1460.229213169643
Cortland Duluth - Phase 2A,2x1,2025-01-01,"1,520",Strong/High trends do not support rent recommendation,,Zack Knab,2025-01-02,1500.5338134765625,1463.1783447265625,1537.889404296875
Cortland One Twenty One,3x2,2024-12-29,"2,161",Baseline Rent Accepted,+10,Ruchi Naik,2024-12-30,2118.2324447631836,2066.807861328125,2169.656982421875
The Palmer at Las Colinas,3x2,2024-12-11,"2,144",Other Action taken (see comment),Making $1 change to move from YS to RMP,Jason Halpert,2024-12-12,2149.532049005682,2097.714169588956,2201.349675958807
Cortland Arbor Hills,2x2,2024-12-15,"2,122",Other Action taken (see comment),Test -$5,Ruchi Naik,2024-12-16,2117.533459933299,2071.9429263708726,2163.1238345739976
Cortland Viridian,2x2,2024-12-04,"1,950",Strong/High trends do not support rent recommendation,,Zack Knab,2024-12-05,1888.531273251488,1843.1766589936756,1933.886009579613
Cortland Viridian,2x2,2024-12-04,"1,900",Baseline Rent Accepted,,Zack Knab,2024-12-05,1888.531273251488,1843.1766589936756,1933.886009579613
Cortland Falls River,2x2,2024-12-30,"1,485",Baseline Rent Accepted,leased 97%,Melissa Jones,2024-12-31,1531.38818359375,1495.40966796875,1567.3665771484375
Cortland Peachtree Corners,1x1,2025-01-01,"1,685",Strong/High trends do not support rent recommendation,,Zack Knab,2025-01-02,1613.7877595204088,1577.2410065907213,1650.3345124500963
Cortland Sunbury,2x2.5,2024-12-15,"1,698",Baseline Rent Accepted,leased 91%,Melissa Jones,2024-12-16,1666.64599609375,1624.979736328125,1708.3121337890625
Cortland Galleria,2x1,2024-12-15,"1,905",Other Action taken (see comment),Test -$20,Ruchi Naik,2024-12-16,1855.557051225142,1811.3442826704545,1899.7698197798295
Cortland League City,2x2,2024-12-15,"1,800",Strong/High trends do not support rent recommendation,,Jason Halpert,2024-12-16,1643.1751708984375,1608.4786376953125,1677.8717041015625
Cortland Oleander - Phase 1,3x2,2024-12-19,"3,030",Strong/High trends do not support rent recommendation,,Zack Knab,2024-12-20,3081.7041015625,3005.473876953125,3157.93408203125
Cortland at National Landing,2x2,2024-11-04,"3,455",Other Action taken (see comment),leased 91%,Melissa Jones,2024-11-05,3364.4672158323688,3295.4928505979938,3433.4415810667438
Cortland Powell,2x2.5,2024-10-20,"1,955",Strong/High trends do not support rent recommendation,leased 96%,Melissa Jones,2024-10-21,1893.20819245667,1851.3233283547795,1935.09295808167
Cortland Midtown East Phase 2 - Avenues,1x1,2024-09-03,"1,493",Baseline Rent Accepted,F90 91%,Melissa Jones,2024-09-04,1509.5494831783672,1475.7685993893047,1543.3304890377422
Reserve at Abbie Lakes,2x1,2024-09-02,"1,190",Baseline Rent Accepted,F90 92%,Melissa Jones,2024-09-03,1219.2640923394097,1189.1193169487847,1249.4088677300347
Cortland Arrowhead Summit,2x2,2024-11-25,"1,734",Other Action taken (see comment),,Joshua Bivens,2024-11-26,1805.1467149522568,1762.0978868272568,1848.1954210069443
Cortland Alameda Station - Phase 1,2x2,2025-02-16,"2,451",Other Action taken (see comment),Holding the course,Joshua Bivens,2025-02-17,2360.6417125355115,2308.0096324573865,2413.2735484730115
Cortland Uptown Buckhead,2x2,2024-12-04,"1,650",Strong/High trends do not support rent recommendation,,Zack Knab,2024-12-05,1533.3556547619048,1495.3283110119048,1571.3829985119048
Cortland Dublin,1x1,2024-10-09,"1,370",Baseline Rent Accepted,leased 96%,Melissa Jones,2024-10-10,1357.2399088541667,1324.1084391276042,1390.3715006510417
Cortland Cary - Phase 1,2x2,2024-08-29,"1,833",Baseline Rent Accepted,F90 92%,Melissa Jones,2024-08-30,1790.8558221114308,1748.9315057051808,1832.7801385176808
The Bend at Broad,1x1,2024-09-15,"1,030",Other Action taken (see comment),"leased 93%, less drastic inc",Melissa Jones,2024-09-16,1110.2875298394097,1083.0547417534722,1137.5204399956597
Lake`s Edge,2x1,2024-11-03,"1,313",Baseline Rent Accepted,leased 94%,Melissa Jones,2024-11-04,1312.569580078125,1280.39599609375,1344.7432861328125
Cortland Duluth - Phase 1C,3x2,2024-10-02,"1,950",Soft/Low trends do not support rent recommendation,,Zack Knab,2024-10-03,2009.9016833937312,1966.2316394484187,2053.571917062782
Lake`s Edge,2x1,2024-10-20,"1,268",Baseline Rent Accepted,leased 94%,Melissa Jones,2024-10-21,1300.3341064453125,1268.46630859375,1332.2017822265625
Lake Ridge,2x1,2024-10-13,"1,320",Baseline Rent Accepted,leased 95%,Melissa Jones,2024-10-14,1344.7640380859375,1311.7725830078125,1377.75537109375
Cortland Duluth - Phase 1C,2x1,2024-11-04,"1,560",Strong/High trends do not support rent recommendation,,Zack Knab,2024-11-05,1475.9790998931624,1445.1644026275374,1506.7936750884749
Cortland Watermark,3x2,2024-09-16,"2,185",Strong/High trends do not support rent recommendation,,Zack Knab,2024-09-17,2033.3707529703777,1983.5052490234375,2083.236328125
Cortland Vera Sanford,2x2,2025-01-06,"1,871",Baseline Rent Accepted,Inc $27 (Upper),Corinne Smith,2025-01-07,1829.999560546875,1788.7419921875,1871.257021484375
Cortland Deerfield Station,1x1,2025-01-06,"2,175",Baseline Rent Accepted,Dec -$44 (Lower),Corinne Smith,2025-01-07,2228.0899467008658,2175.0267142789908,2281.1529349821158
Cortland Estates at TPC,4x3,2024-12-25,"2,578",Strong/High trends do not support rent recommendation,,Jason Halpert,2024-12-26,2440.7547157689146,2383.7786415501646,2497.7307899876646
Cortland MacArthur,2x1,2025-01-05,"1,721",Other Action taken (see comment),Price position change,Jason Halpert,2025-01-06,1641.1512451171875,1601.5911865234375,1680.7113037109375
Jefferson Chase,2x2,2024-09-15,"1,450",Baseline Rent Accepted,leased 95%,Melissa Jones,2024-09-16,1479.306201171875,1442.909716796875,1515.7025634765625
Cortland University North,2x2,2024-11-07,"1,393",Baseline Rent Accepted,leased 91%,Melissa Jones,2024-11-08,1350.4630150888481,1318.1303734872856,1382.7956566904106
Cortland at 2534,1x1,2024-09-17,"1,596",Soft/Low trends do not support rent recommendation,,Joshua Bivens,2024-09-18,1599.1427842437245,1560.9818955718495,1637.3036729155995
1000 Spalding,2x1,2024-09-16,"1,570",Baseline Rent Accepted,,Zack Knab,2024-09-17,1541.4897128018465,1506.2109042080965,1576.768399325284
1000 Spalding,2x1,2024-09-16,"1,570",Baseline Rent Accepted,,Zack Knab,2024-09-17,1541.4897128018465,1506.2109042080965,1576.768399325284
Perimeter Circle,2x2,2025-02-13,"1,740",Other Action taken (see comment),"95%, 1-5",Zack Knab,2025-02-14,1697.9088998189786,1656.2996468892911,1739.5181527486661
Brooksedge,2x1.5,2024-09-15,"1,323",Baseline Rent Accepted,F90 95%,Melissa Jones,2024-09-16,1322.8259451729912,1290.4030936104912,1355.2486746651787
Cortland at National Landing,2x2,2024-10-31,"3,475",Strong/High trends do not support rent recommendation,leased 93%,Melissa Jones,2024-11-01,3364.4633095823688,3295.4889443479938,3433.4374306761188
Cortland at RTP,1x1,2024-11-07,"1,290",Known or presumed retention misaligns with projection,leased 86%,Melissa Jones,2024-11-08,1203.9510217425468,1177.7428918597343,1230.1591516253593
Cortland Oleander - Phase 2,2x2,2024-11-04,"2,080",Baseline Rent Accepted,,Zack Knab,2024-11-05,2092.3149082220875,2042.3322742054763,2142.297550534739
Abbie Lakes,2x2,2024-10-02,"1,265",Low lead conversion,"F90 91%, RER match",Melissa Jones,2024-10-03,1224.0826764787946,1194.5184674944196,1253.646763392857
Cortland Duluth - Phase 1C,2x2,2024-11-04,"1,610",Baseline Rent Accepted,,Zack Knab,2024-11-05,1599.9090162812086,1566.5904127655836,1633.227741867146
Cortland Duluth - Phase 1C,2x2,2024-11-04,"1,610",Baseline Rent Accepted,,Zack Knab,2024-11-05,1599.9090162812086,1566.5904127655836,1633.227741867146
Cortland Sugarloaf,2x1,2024-09-15,"1,650",Baseline Rent Accepted,,Zack Knab,2024-09-16,1611.3635777064733,1572.6910923549108,1650.0360630580358
Cortland at RTP,2x2,2024-11-11,"1,555",Other Action taken (see comment),leased 86%,Melissa Jones,2024-11-12,1493.3849764737215,1457.637051669034,1529.1330233487215
Cortland North Brookhaven,1x1,2024-11-04,"1,685",Baseline Rent Accepted,,Zack Knab,2024-11-05,1687.7473597575708,1649.2141566325708,1726.2806836944264
Cortland Cary - Phase 2,1x1,2024-09-02,"1,490",Strong/High trends do not support rent recommendation,F90 92%,Melissa Jones,2024-09-03,1435.1588920179263,1401.0869926038638,1469.2306693616763
Cortland Sugarloaf,2x2,2024-11-04,"1,740",Baseline Rent Accepted,,Zack Knab,2024-11-05,1739.9529448009673,1698.3075590587798,1781.5983305431548
Cortland Powell,2x2,2024-10-09,"1,840",Strong/High trends do not support rent recommendation,leased 97%,Melissa Jones,2024-10-10,1772.3992958470394,1734.8459215666119,1809.9527035361841
Abbie Lakes,2x1,2024-09-15,"1,190",Other Action taken (see comment),"F90 90.5%, less drastic inc",Melissa Jones,2024-09-16,1297.3547944568452,1265.4893159412202,1329.2201509021577
Perimeter Circle,1x1,2024-09-15,"1,405",Soft/Low trends do not support rent recommendation,,Zack Knab,2024-09-16,1393.997774564303,1361.407442533053,1426.588106595553
Abbie Lakes,1x1,2024-10-09,"1,198",Baseline Rent Accepted,leased 98%,Melissa Jones,2024-10-10,1196.4158296130952,1167.0739106677827,1225.7577485584077
Cortland Bluff Springs,1x1,2024-11-07,"1,330",Soft/Low trends do not support rent recommendation,"Trend dipping, slowed velocity",Jason Halpert,2024-11-08,1391.233828262544,1363.541933731294,1418.925722793794
Cortland Belgate,1x1,2024-09-19,"1,395",Strong/High trends do not support rent recommendation,F90 98%,Melissa Jones,2024-09-20,1333.446005062181,1301.432577327806,1365.4595548668685
Lake`s Edge,2x1,2024-09-18,"1,178",Baseline Rent Accepted,F90 90%,Melissa Jones,2024-09-19,1200.125,1170.762451171875,1229.487548828125
The Addison at Sandy Springs,2x1,2024-09-15,"1,350",Baseline Rent Accepted,,Zack Knab,2024-09-16,1411.7874755859375,1377.355224609375,1446.2196044921875
Sunbury Ridge,1x1,2024-09-15,"1,106",Soft/Low trends do not support rent recommendation,leased 92%,Melissa Jones,2024-09-16,1162.9273681640625,1135.8292236328125,1190.0255126953125
Cortland East Cobb,2x2,2024-09-22,"1,910",Soft/Low trends do not support rent recommendation,,Zack Knab,2024-09-23,2103.0137080439813,2051.2253779658563,2154.8020381221063
Cortland Powell,2x2,2024-09-15,"1,820",Strong/High trends do not support rent recommendation,leased 97%,Melissa Jones,2024-09-16,1757.4666786595394,1720.2865953947369,1794.6467953330591
Cortland Viridian,1x1,2024-09-16,"1,520",Strong/High trends do not support rent recommendation,,Zack Knab,2024-09-17,1555.5445905412946,1520.1236921037946,1590.965611049107
Battery 2nd Base,2x2,2024-10-01,"2,585",Baseline Rent Accepted,,Zack Knab,2024-10-02,2555.794796029317,2494.058467904317,2617.531124154317
Cortland Olde Raleigh,1x1,2024-11-04,"1,320",Other Action taken (see comment),leased 91%,Melissa Jones,2024-11-05,1264.4022288602941,1234.6414866727941,1294.1630931181066
Jefferson Chase,3x2,2024-09-02,"1,630",Baseline Rent Accepted,F90 86%,Melissa Jones,2024-09-03,1655.8245183771307,1614.8521062677557,1696.7968084161932
Battery 1st Base,1x1,2024-10-01,"1,825",Strong/High trends do not support rent recommendation,,Zack Knab,2024-10-02,1767.7974879305127,1727.4501987511003,1808.144658478213
Cortland Dublin,1x1,2024-09-29,"1,370",Strong/High trends do not support rent recommendation,F90 98%,Melissa Jones,2024-09-30,1264.9169108072917,1234.0934244791667,1295.7403971354167
Cortland Falls River,2x1,2024-09-02,"1,445",Strong/High trends do not support rent recommendation,F90 94%,Melissa Jones,2024-09-03,1349.4545762803818,1316.2355821397568,1382.6735704210068
Cortland at RTP,2x2,2024-10-21,"1,475",Soft/Low trends do not support rent recommendation,leased 84%,Melissa Jones,2024-10-22,1522.501797762784,1486.0258456143465,1558.977627840909
Cortland Bear Creek,2x1,2024-10-31,"1,870",Other Action taken (see comment),Rent is wrong for asking,Jason Halpert,2024-11-01,1669.0216619318182,1629.5631658380682,1708.4801580255682
Cortland Legacy,1x1,2024-09-12,"1,411",Baseline Rent Accepted,,Ruchi Naik,2024-09-13,1401.5407108947309,1370.1687626525434,1432.9127812072309
Cortland Wren Northlake - Phase 1,0x1,2024-09-19,"1,235",Strong/High trends do not support rent recommendation,F90 94%,Melissa Jones,2024-09-20,1173.5158404181984,1145.280855066636,1201.7507036994484
Cortland Hilliard,1x1,2024-09-15,"1,380",Baseline Rent Accepted,F90 95%,Melissa Jones,2024-09-16,1361.4766845703125,1328.92724609375,1394.026123046875
Cortland Rosslyn - Phase 2,3x3,2024-12-09,"9,050",Soft/Low trends do not support rent recommendation,leased 50%,Melissa Jones,2024-12-10,9857.8154296875,9635.3701171875,10080.2607421875
Cortland Duluth - Phase 1C,3x2,2024-09-16,"1,995",Baseline Rent Accepted,,Zack Knab,2024-09-17,2008.7951160109187,1965.1526599562312,2052.4376941359187
Cortland Olde Raleigh,2x2,2024-11-07,"1,505",Baseline Rent Accepted,leased 91%,Melissa Jones,2024-11-08,1487.0120675223213,1452.4286934988838,1521.5954415457588
Cortland Windward,2x2,2024-09-17,"1,950",Other Action taken (see comment),,Zack Knab,2024-09-18,1997.6836322985198,1950.1379780016448,2045.2293741326582
Cortland at the Nations,0x1,2024-09-19,"1,525",Strong/High trends do not support rent recommendation,F90 98%,Melissa Jones,2024-09-20,1423.9872174944196,1390.4410749162946,1457.533238002232
Abbie Lakes,2x1,2024-10-20,"1,300",Baseline Rent Accepted,leased 93%,Melissa Jones,2024-10-21,1320.6953706287202,1288.2463960193452,1353.1442231677827
Cortland Powell,1x1,2024-10-13,"1,288",Soft/Low trends do not support rent recommendation,leased 92%,Melissa Jones,2024-10-14,1259.2403971354167,1231.4573160807292,1287.0234781901042
Cortland Olde Raleigh,1x1,2025-02-19,"1,305",Baseline Rent Accepted,"leased 90% w/ 1 eviction, no rate change",Melissa Jones,2025-02-20,1329.8402171415441,1298.4433665556066,1361.2369456571691
Cortland Avion Shadow Creek,1x1,2024-11-04,"1,520",Baseline Rent Accepted,,Jason Halpert,2024-11-05,1597.5257380558894,1562.698223407452,1632.3533747746394
Cortland Highcroft,1x1,2024-09-02,"1,403",Baseline Rent Accepted,F90 88%,Melissa Jones,2024-09-03,1402.8331677667027,1370.0467908135777,1435.6195447198277
Cortland North Dallas,1x1,2024-09-17,"1,373",Baseline Rent Accepted,,Ruchi Naik,2024-09-18,1347.600089059749,1318.947012887874,1376.2530431613116
Jefferson Chase,2x2,2024-09-02,"1,436",Baseline Rent Accepted,F90 93%,Melissa Jones,2024-09-03,1472.6632568359375,1436.43291015625,1508.893603515625
Cortland Mallard Creek,2x1,2024-11-14,"1,410",Baseline Rent Accepted,leased 88%,Melissa Jones,2024-11-15,1395.268505859375,1361.0442626953125,1429.4927490234375
Cortland at the Hill,2x2,2024-12-17,"2,345",Baseline Rent Accepted,,Zack Knab,2024-12-18,2302.3760971257716,2246.5233139226466,2358.2286361882716
Sunbury Ridge,2x1,2024-09-03,"1,359",Baseline Rent Accepted,F90 90.5%,Melissa Jones,2024-09-04,1358.6906331380208,1325.6815999348958,1391.6995442708333
Reserve at Abbie Lakes,2x2,2024-10-09,"1,297",Low lead conversion,leased 87.5%,Melissa Jones,2024-10-10,1339.1739501953125,1306.0697021484375,1372.2783203125
Cortland Falls River,2x2,2024-11-11,"1,393",Soft/Low trends do not support rent recommendation,leased 91%,Melissa Jones,2024-11-12,1491.9715576171875,1456.978515625,1526.964599609375
Cortland Northlake,2x2.5,2024-10-09,"1,740",Strong/High trends do not support rent recommendation,leased 98%,Melissa Jones,2024-10-10,1656.7015335648148,1618.8419144241898,1694.5611527054398
Cortland Uptown Buckhead,2x2,2024-09-15,"1,625",Baseline Rent Accepted,,Zack Knab,2024-09-16,1633.1670561290923,1592.6443510509673,1673.6896391369048
Cortland Uptown Buckhead,2x2,2024-09-15,"1,625",Baseline Rent Accepted,,Zack Knab,2024-09-16,1633.1670561290923,1592.6443510509673,1673.6896391369048
Cortland Brackenridge,1x1,2024-11-03,"1,435",Other Action taken (see comment),"Slowly moving back, keeping best rate price position",Jason Halpert,2024-11-04,1524.3738390334108,1490.7358995802858,1558.0117784865358
Cortland on Cherry Creek,2x2,2025-01-12,"2,017",Baseline Rent Accepted,,Joshua Bivens,2025-01-13,2016.6111653645833,1969.1482747395833,2064.0740089416504
Cortland Sun River,1x1,2024-11-21,"1,337",Low lead conversion,,Joshua Bivens,2024-11-22,1394.0435384114583,1359.5805257161458,1428.5065511067708
Cortland Watermark,3x2.5,2024-09-16,"2,400",Strong/High trends do not support rent recommendation,,Zack Knab,2024-09-17,2243.6044921875,2187.686279296875,2299.52294921875
The Bend at Broad,2x1,2024-10-09,"1,200",Baseline Rent Accepted,leased 94%,Melissa Jones,2024-10-10,1219.9630408653845,1189.969998873197,1249.956082857572
