AssetName,FloorPlanGroupName,RecommendationDate,InputtedRent,ChangeReason,Comment,User,Timestamp,recc_rate,recc_rate_lower,recc_rate_upper
Battery 1st Base,1x1,2024-07-15,"1,945",Other Action taken (see comment),Have to try to capture at RR while we dont have any immediates,Zack Knab,2024-07-16,1802.7863803917253,1761.5644565636003,1844.0083042198503
Cortland Sunbury,2x2.5,2024-09-29,"1,800",Strong/High trends do not support rent recommendation,F90 100%,Melissa Jones,2024-09-30,1666.642333984375,1624.9761962890625,1708.308349609375
Cortland NoDa,2x2,2024-07-26,"2,321",Baseline Rent Accepted,F90 90%,Melissa Jones,2024-07-27,2320.8117775430483,2268.0390724649233,2373.5847267617983
Cortland Prairie Creek,1x1,2024-09-19,"1,688",Soft/Low trends do not support rent recommendation,,Ruchi Naik,2024-09-20,1740.1880339853008,1701.7668914071758,1778.6091788775548
Cortland Prairie Creek,1x1,2024-09-19,"1,688",Other Action taken (see comment),Current Occ is 93.8%,Ruchi Naik,2024-09-20,1740.1880339853008,1701.7668914071758,1778.6091788775548
Battery 2nd Base,1x1,2024-07-15,"1,940",Other Action taken (see comment),Good leasing velocity last week,Zack Knab,2024-07-16,1862.6473566876712,1818.9918391095462,1906.3029963361087
Cortland Bayside,1x1,2024-07-28,"2,163",Baseline Rent Accepted,,Shalina Daswani,2024-07-29,2162.6083984375,2112.2355461120605,2212.981201171875
Cortland Bayside,1x1,2024-07-28,"2,163",Low lead conversion,Holding rate increases from last week since we did not see movement,Shalina Daswani,2024-07-29,2162.6083984375,2112.2355461120605,2212.981201171875
Cortland at the Hill,1x1,2024-08-12,"1,805",Baseline Rent Accepted,,Zack Knab,2024-08-13,1802.0557517776947,1758.5896873245697,1845.5218162308197
Cortland Highcroft,3x2,2024-10-04,"2,064",Baseline Rent Accepted,leased 94%,Melissa Jones,2024-10-05,2015.0267404409556,1966.2471571702224,2063.806192251352
Reserve at Abbie Lakes,2x1,2024-08-21,"1,150",Baseline Rent Accepted,F90 90%,Melissa Jones,2024-08-22,1141.5659722222222,1113.3635796440972,1169.7683648003472
The Addison at Sandy Springs,2x2,2024-07-29,"1,525",Baseline Rent Accepted,,Zack Knab,2024-07-30,1511.086634018842,1475.313196518842,1546.860071518842
Cortland Research Park,1x1,2024-08-01,"1,321",Baseline Rent Accepted,F90 90%,Melissa Jones,2024-08-02,1294.1558837890625,1262.997314453125,1325.314453125
Cortland West Nashville,1x1,2024-10-13,"1,875",Baseline Rent Accepted,leased 96%,Melissa Jones,2024-10-14,1843.317963088768,1798.7314152372055,1887.9045109403305
Tramore Village,2x2,2024-08-01,"1,580",Baseline Rent Accepted,,Zack Knab,2024-08-02,1588.5937741126543,1551.3828366126543,1625.8048336829668
Cortland Dublin,2x2,2024-08-14,"1,598",Baseline Rent Accepted,F90 86.5%,Melissa Jones,2024-08-15,1612.5064697265625,1574.41650390625,1650.596435546875
Cortland Duluth - Phase 2A,1x1,2024-06-25,"1,380",Strong/High trends do not support rent recommendation,,Zack Knab,2024-06-26,1277.1925339471727,1246.2157273065477,1308.1693405877977
Cortland at the Hill,2x2,2024-07-28,"2,370",Soft/Low trends do not support rent recommendation,,Zack Knab,2024-07-29,2438.4031967351466,2379.1500229070216,2497.6566147038966
Cortland Sugar Land,3x2,2024-07-18,"2,420",Baseline Rent Accepted,,Jason Halpert,2024-07-19,2433.604640794837,2373.922023607337,2493.287257982337
Cortland Olde Raleigh,2x2,2024-08-12,"1,638",Baseline Rent Accepted,F90 92%,Melissa Jones,2024-08-13,1627.6248604910713,1589.5262276785713,1665.7236153738838
Cortland Whitehall,1x1,2024-07-19,"1,426",Baseline Rent Accepted,F90 90%,Melissa Jones,2024-07-20,1395.326264794193,1364.4609083488806,1426.191743309818
Cortland Perimeter Park,2x2,2024-06-28,"1,770",Baseline Rent Accepted,F90 89%,Melissa Jones,2024-06-29,1742.1851666865457,1701.5466168818582,1782.8237164912332
Cortland Holcomb Bridge,1x1,2024-08-12,"1,465",Baseline Rent Accepted,,Zack Knab,2024-08-13,1462.841064453125,1426.64501953125,1499.037109375
Cortland North Brookhaven,1x1,2024-08-12,"1,665",Other Action taken (see comment),moving in right direction,Zack Knab,2024-08-13,1715.6910840850514,1676.4591517497583,1754.9228968669458
Cortland at the Nations,2x2,2024-07-29,"2,515",Baseline Rent Accepted,F90 93%,Melissa Jones,2024-07-30,2515.773995535714,2454.986886160714,2576.561349051339
Abbie Lakes,2x1,2024-07-07,"1,308",Baseline Rent Accepted,F90 94%,Melissa Jones,2024-07-08,1307.7533540271577,1275.6279878162202,1339.8787202380952
Cortland NoDa,2x2,2024-08-12,"2,290",Baseline Rent Accepted,F90 92%,Melissa Jones,2024-08-13,2350.9707130899233,2297.4438576211733,2404.4975685586733
Providence in the Park,1x1,2024-08-06,"1,386",Strong/High trends do not support rent recommendation,,Ruchi Naik,2024-08-07,1313.690073136803,1284.8864842696155,1342.493539933678
Cortland Dublin,1x1,2024-10-02,"1,370",Strong/High trends do not support rent recommendation,F90 96%,Melissa Jones,2024-10-03,1357.2403971354167,1324.1088053385417,1390.3718668619792
Cortland Sugarloaf,3x2,2024-07-16,"2,110",Strong/High trends do not support rent recommendation,,Zack Knab,2024-07-17,2078.3986700148807,2028.0874779110864,2128.7097051711307
Abbie Lakes,1x1,2024-07-25,"1,215",Baseline Rent Accepted,F90 95%,Melissa Jones,2024-07-26,1177.5702485584077,1148.6993989490327,1206.4409760974702
Cortland Duluth - Phase 1C,1x1,2024-10-01,"1,410",Baseline Rent Accepted,,Zack Knab,2024-10-02,1362.4285236515411,1332.8279377140411,1392.0291095890411
1000 Spalding,1x1,2024-07-14,"1,470",Baseline Rent Accepted,,Zack Knab,2024-07-15,1475.6263268512228,1442.8411706012228,1508.4116051715353
Cortland Whitehall,2x2,2024-08-09,"1,700",Baseline Rent Accepted,F90 89%,Melissa Jones,2024-08-10,1684.9961073133682,1645.1726209852432,1724.8197157118057
The Terraces at Lake Mary,2x2,2024-07-14,"1,713",Baseline Rent Accepted,,Kaitlin Dierks,2024-07-15,1674.2394184313323,1635.3891987047698,1713.0896381578948
Cortland Northlake,2x2,2024-10-23,"1,565",Strong/High trends do not support rent recommendation,leased 94%,Melissa Jones,2024-10-24,1499.9359944661458,1469.1365559895833,1530.7354329427083
Cortland North Haven,1x1,2024-07-14,"1,584",Baseline Rent Accepted,,Jason Halpert,2024-07-15,1590.5574714906754,1553.8741218813004,1627.240699029738
The Overlook at Daytona,2x2,2024-07-07,"1,619",Other Action taken (see comment),holding rate w reno units,Kaitlin Dierks,2024-07-08,1560.315126000381,1528.621278344131,1592.008973656631
Cortland Powell,3x2.5,2024-06-25,"2,290",Baseline Rent Accepted,F90 94%,Melissa Jones,2024-06-26,2277.056884765625,2223.82568359375,2330.287841796875
Cortland Duluth - Phase 1C,2x1,2024-06-25,"1,650",Strong/High trends do not support rent recommendation,,Zack Knab,2024-06-26,1550.7422834869124,1518.0585676665999,1583.4259993072249
Cortland on Orange,2x2,2024-06-25,"2,377",Baseline Rent Accepted,,Kaitlin Dierks,2024-06-26,2376.7164425470132,2322.5186886407632,2430.9141964532632
Cortland at RTP,3x2,2024-08-21,"1,750",Low lead conversion,F90 92%,Melissa Jones,2024-08-22,1820.9510904947917,1775.8439127604167,1866.0581461588542
Cortland Lakemont,1x1,2024-07-18,"1,310",Baseline Rent Accepted,,Jason Halpert,2024-07-19,1301.7609752308238,1271.2120250355113,1332.3099254261363
Cortland Cary - Phase 2,1x1,2024-10-07,"1,475",Strong/High trends do not support rent recommendation,leased 93%,Melissa Jones,2024-10-08,1436.5935844007388,1402.4859183851138,1470.7012504163638
Cortland Dublin,1x1,2024-08-11,"1,334",Baseline Rent Accepted,F90 96%,Melissa Jones,2024-08-12,1242.4744059244792,1212.2120768229167,1272.7367350260417
Cortland Nona,2x2,2024-06-30,"2,485",Baseline Rent Accepted,,Kaitlin Dierks,2024-07-01,2465.0253653690734,2405.8600821659484,2524.1906485721984
Cortland Mirror Lake,3x2,2024-06-30,"2,158",Baseline Rent Accepted,bringing closer to RE,Kaitlin Dierks,2024-07-01,2112.9938151041665,2061.0858052571616,2164.9020182291665
Cortland Walnut Hill,1x1,2024-07-18,"1,625",Baseline Rent Accepted,,Ruchi Naik,2024-07-19,1618.9339175016983,1583.9584536345108,1653.9095034391983
Cortland Mirror Lake,0x1,2024-07-07,"1,388",Baseline Rent Accepted,,Kaitlin Dierks,2024-07-08,1355.2291782924108,1322.2179478236608,1388.2405308314733
Cortland Sugarloaf,2x2,2024-07-16,"1,845",Soft/Low trends do not support rent recommendation,,Zack Knab,2024-07-17,1737.3329496837798,1695.7529936290923,1778.9127836681548
Cortland Bellevue,2x2,2024-08-12,"1,971",Baseline Rent Accepted,F90 88%,Melissa Jones,2024-08-13,1971.2291402445212,1923.8509664163962,2018.6073140726462
Cortland Whitehall,1x1,2024-07-22,"1,457",Baseline Rent Accepted,F90 92%,Melissa Jones,2024-07-23,1478.831635887943,1445.878510887943,1511.784760887943
Cortland Belgate,2x2,2024-07-22,"1,735",Baseline Rent Accepted,F90 93%,Melissa Jones,2024-07-23,1694.0640301771566,1653.5064129896566,1734.6216473646566
Cortland Powell,2x2.5,2024-07-21,"1,994",Baseline Rent Accepted,F90 94%,Melissa Jones,2024-07-22,2025.3590139180671,1980.1263479024421,2070.591778410583
Cortland at Coalton,1x1,2024-07-24,"1,958",Baseline Rent Accepted,,Joshua Bivens,2024-07-25,1924.5804246471773,1879.1998094128023,1969.9610398815523
Cortland West Nashville,0x1,2024-09-19,"1,657",Baseline Rent Accepted,F90 95%,Melissa Jones,2024-09-20,1657.3170166015625,1617.2255859375,1697.4085693359375
The Terraces at Lake Mary,3x2,2024-07-07,"1,820",Baseline Rent Accepted,,Kaitlin Dierks,2024-07-08,1772.5559217664932,1731.8964979383682,1813.2153455946182
Cortland Powell,3x3,2024-07-10,"2,800",Low lead conversion,F90 86%,Melissa Jones,2024-07-11,3011.9648786272323,2949.9695172991073,3073.9604840959823
Cortland at the Nations,1x1,2024-08-05,"1,806",Baseline Rent Accepted,F90 91%,Melissa Jones,2024-08-06,1904.8048135080646,1858.6846936953966,1950.9249405399446
Cortland Olde Raleigh,3x2,2024-07-19,"1,931",Baseline Rent Accepted,F90 80%,Melissa Jones,2024-07-20,1980.0626220703125,1930.7110595703125,2029.4141845703125
Brooksedge,2x1.5,2024-10-02,"1,264",Baseline Rent Accepted,F90 93%,Melissa Jones,2024-10-03,1233.6624930245537,1203.4688895089287,1263.8562186104912
Cortland Lake Howell,3x2,2024-06-25,"2,065",Baseline Rent Accepted,,Kaitlin Dierks,2024-06-26,2083.1329403831846,2032.8552028111048,2133.4105282738096
Cortland Cary - Phase 2,1x1,2024-08-08,"1,474",Baseline Rent Accepted,F90 88%,Melissa Jones,2024-08-09,1473.6830619398013,1438.6482719007388,1508.7179740491763
1000 Spalding,1x1,2024-08-08,"1,360",Baseline Rent Accepted,,Zack Knab,2024-08-09,1377.3104088824728,1346.9831383746603,1407.6378014605978
Cortland Las Colinas,1x1,2024-08-01,"1,695",Baseline Rent Accepted,,Ruchi Naik,2024-08-02,1733.995812680541,1696.5818748153558,1771.409875180541
Cortland Olde Raleigh,2x2,2024-07-08,"1,634",Baseline Rent Accepted,F90 91%,Melissa Jones,2024-07-09,1613.2143380301338,1575.4760567801338,1650.9527413504463
Cortland Belgate,1x1,2024-06-27,"1,320",Baseline Rent Accepted,"F90 92%, app today",Melissa Jones,2024-06-28,1305.363973812181,1274.0525724449935,1336.675253109056
Battery 3rd Base,2x2,2024-07-15,"3,310",Strong/High trends do not support rent recommendation,,Zack Knab,2024-07-16,3226.3247779107865,3165.4246314264115,3287.2246802545365
Cortland Olde Raleigh,1x1,2024-07-16,"1,360",Baseline Rent Accepted,"F90 97%, 0 avail",Melissa Jones,2024-07-17,1343.9199290556066,1312.1711497587316,1375.6687083524816
Cortland Powell,1x1,2024-08-11,"1,365",Baseline Rent Accepted,F90 87.5%,Melissa Jones,2024-08-12,1364.7772216796875,1334.1812744140625,1395.3731689453125
Cortland Watermark,2x2.5,2024-08-01,"2,100",Baseline Rent Accepted,,Zack Knab,2024-08-02,2051.46856299867,2000.4397544049202,2102.49737159242
Cortland at RTP,1x1,2024-08-19,"1,297",Baseline Rent Accepted,F90 89%,Melissa Jones,2024-08-20,1293.2288537737968,1264.7887902972343,1321.6689172503593
Cortland Rosslyn - Phase 1,1x1,2024-10-31,"3,115",Baseline Rent Accepted,leased 89%,Melissa Jones,2024-11-01,3084.1180389656506,3013.8880584969006,3154.3480194344006
Cortland Cotswold,1x1,2024-07-15,"1,416",Baseline Rent Accepted,F90 90.5%,Melissa Jones,2024-07-16,1416.324428013393,1387.362758091518,1445.2862200055804
Cortland at Twin Creeks,2x2,2024-08-14,"1,937",Baseline Rent Accepted,,Ruchi Naik,2024-08-15,1911.7087176287616,1867.2052996600116,1956.2120135271991
Cortland Research Park,1x1,2024-08-05,"1,295",Baseline Rent Accepted,F90 88%,Melissa Jones,2024-08-06,1363.6943359375,1330.7972412109375,1396.5914306640625
Cortland North Druid Hills,1x1,2024-07-14,"1,720",Change in normal strategy due to dispo,,Zack Knab,2024-07-15,1742.9279110179227,1703.1691219554227,1782.6867000804227
Cortland Duluth - Phase 1C,3x2,2024-07-21,"2,175",Baseline Rent Accepted,,Zack Knab,2024-07-22,2167.2665515577937,2119.6623035109187,2214.8707996046687
Cortland at RTP,1x1,2024-07-26,"1,320",Baseline Rent Accepted,F90 89%,Melissa Jones,2024-07-27,1314.5962854144218,1285.6220422503593,1343.5705285784843
Battery 2nd Base,2x2,2024-08-28,"2,585",Baseline Rent Accepted,,Zack Knab,2024-08-29,2646.698116341817,2582.689083138692,2710.706905404317
Battery 2nd Base,2x2,2024-08-28,"2,585",Baseline Rent Accepted,,Zack Knab,2024-08-29,2646.698116341817,2582.689083138692,2710.706905404317
Cortland at RTP,2x2,2024-07-22,"1,690",Baseline Rent Accepted,F90 91%,Melissa Jones,2024-07-23,1711.546475497159,1670.344571200284,1752.7485018643465
Cortland Highcroft,2x2,2024-07-11,"1,767",Baseline Rent Accepted,F90 92%,Melissa Jones,2024-07-12,1767.3057608768859,1724.4960684940734,1810.1155826963227
Cortland Decatur East,1x1,2024-07-29,"1,660",Baseline Rent Accepted,,Zack Knab,2024-07-30,1688.528045924364,1649.7771914321766,1727.2789004165516
Battery 3rd Base,2x2,2024-08-19,"3,125",Soft/Low trends do not support rent recommendation,,Zack Knab,2024-08-20,3226.3247779107865,3165.4246314264115,3287.2246802545365
Cortland 3131,2x2,2024-07-22,"1,825",Baseline Rent Accepted,,Zack Knab,2024-07-23,1852.027826723845,1807.2706245754075,1896.7850288722825
Jefferson Chase,3x2.5,2024-08-21,"1,865",Low lead conversion,F90 92%,Melissa Jones,2024-08-22,1933.6508382161458,1885.3538411458333,1981.9478352864583
Cortland Dublin,2x2,2024-09-29,"1,630",Baseline Rent Accepted,F90 93%,Melissa Jones,2024-09-30,1599.1121826171875,1561.3570556640625,1636.8673095703125
Cortland Chandler Crossing,1x1,2024-07-24,"1,829",Strong/High trends do not support rent recommendation,,Joshua Bivens,2024-07-25,1884.9831949869792,1839.5721842447917,1930.3942057291667
Cortland Covington Ridge,2x1,2024-07-16,"2,101",Known people issue,,Joshua Bivens,2024-07-17,1884.83544921875,1837.714599609375,1931.956298828125
The Addison at Sandy Springs,2x1,2024-07-16,"1,490",Strong/High trends do not support rent recommendation,,Zack Knab,2024-07-17,1356.2347412109375,1323.1912841796875,1389.278076171875
Cortland Powell,2x2.5,2024-08-14,"1,855","Cashflow strategy,  Elevated occupancy goal v. budget",F90 96%,Melissa Jones,2024-08-15,1927.1379681755516,1884.360821379333,1969.9151662618171
Cortland Lake Howell,2x2,2024-06-30,"1,940",Baseline Rent Accepted,,Kaitlin Dierks,2024-07-01,1978.511385830966,1930.2041313864968,2026.8186104514382
Jefferson Chase,3x2.5,2024-08-09,"1,868",Soft/Low trends do not support rent recommendation,F90 90%,Melissa Jones,2024-08-10,1934.9170735677083,1886.5884602864583,1983.2458089192708
Cortland Falls River,2x1,2024-07-15,"1,450",Other Action taken (see comment),"F90 89%, current rents below comps",Melissa Jones,2024-07-16,1388.0049913194443,1353.8222520616318,1422.1877305772568
Cortland University North,2x2,2024-07-16,"1,481",Baseline Rent Accepted,F90 91%,Melissa Jones,2024-07-17,1499.5728783700981,1463.5124535654106,1535.6333031747856
The Addison at Sandy Springs,2x1,2024-08-01,"1,415",Strong/High trends do not support rent recommendation,In right direction,Zack Knab,2024-08-02,1356.0281982421875,1322.989990234375,1389.06640625
The Addison at Sandy Springs,2x1,2024-08-01,"1,415",Strong/High trends do not support rent recommendation,In right direction,Zack Knab,2024-08-02,1356.0281982421875,1322.989990234375,1389.06640625
Cortland Bellevue,2x2,2024-07-29,"2,010",Baseline Rent Accepted,F90 89%,Melissa Jones,2024-07-30,2000.0684957132712,1951.9693746195212,2048.167616807021
Cortland Sugarloaf,1x1,2024-07-09,"1,455",Baseline Rent Accepted,,Zack Knab,2024-07-10,1480.2692115420386,1446.2609107607886,1514.2773902529761
Cortland Mirror Lake,2x2,2024-06-30,"1,790",Low lead volume,bringing closer to RE,Kaitlin Dierks,2024-07-01,1850.229736328125,1805.0794677734375,1895.3800048828125
Cortland North Druid Hills,2x2,2024-07-14,"2,290",Baseline Rent Accepted,,Zack Knab,2024-07-15,2250.7429129464285,2196.2734305245535,2305.2121512276785
Cortland at Valley Ranch,1x1,2024-07-18,"1,803",Strong/High trends do not support rent recommendation,we also leased yesterday but not showing,Ruchi Naik,2024-07-19,1703.398545562244,1668.364854155994,1738.4323590388065
Cortland Bayside,3x2,2024-07-28,"3,124",Low lead conversion,Holding rate increases from last week since we did not see movement,Shalina Daswani,2024-07-29,3166.57666015625,3089.80615234375,3243.347412109375
Cortland Windward,2x2,2024-08-12,"1,935",Baseline Rent Accepted,,Zack Knab,2024-08-13,1984.3357319078948,1937.1237287019428,2031.5477343107525
Cortland Windward,2x2,2024-08-12,"1,935",Baseline Rent Accepted,,Zack Knab,2024-08-13,1984.3357319078948,1937.1237287019428,2031.5477343107525
Cortland Vera Sanford,2x2,2024-07-10,"1,956",Baseline Rent Accepted,,Kaitlin Dierks,2024-07-11,2006.2638671875,1959.88974609375,2052.637890625
Cortland at the Nations,1x1,2024-08-19,"1,820",Low lead conversion,F90 93%,Melissa Jones,2024-08-20,1891.688232421875,1845.89599609375,1937.48046875
Abbie Lakes,2x1,2024-07-23,"1,316",Baseline Rent Accepted,F90 95%,Melissa Jones,2024-07-24,1315.8160981677827,1283.4891938709077,1348.1430024646577
Cortland Gateway Park,1x1,2024-07-08,"1,708",Soft/Low trends do not support rent recommendation,,Joshua Bivens,2024-07-09,1770.2563883463542,1729.2604166666667,1811.2523600260417
Cortland Cary - Phase 2,1x1,2024-08-12,"1,455",Baseline Rent Accepted,F90 88%,Melissa Jones,2024-08-13,1455.1491263929263,1420.5775931898013,1489.7206595960513
Cortland Highcroft,2x2,2024-08-12,"1,665",Baseline Rent Accepted,F90 92%,Melissa Jones,2024-08-13,1643.9897208378234,1604.2627921268859,1683.7166495487609
Cortland Falls River,2x1,2024-07-29,"1,372",Baseline Rent Accepted,F90 86%,Melissa Jones,2024-07-30,1371.5490587022568,1337.7776963975693,1405.3204210069443
Cortland Cary - Phase 2,3x2,2024-07-08,"2,318",Baseline Rent Accepted,F90 95%,Melissa Jones,2024-07-09,2266.9999651227677,2213.1464494977677,2320.8534807477677
Cortland at the Nations,2x2,2024-07-08,"2,550",Baseline Rent Accepted,F90 96%,Melissa Jones,2024-07-09,2515.777413504464,2454.990059988839,2576.564767020089
Cortland at RTP,3x2,2024-08-12,"1,776",Baseline Rent Accepted,F90 92%,Melissa Jones,2024-08-13,1820.9519449869792,1775.8448893229167,1866.0591227213542
Cortland Waters Edge,3x2,2024-08-11,"2,639",Baseline Rent Accepted,staleness i also on,Ruchi Naik,2024-08-12,2645.1800130208335,2580.6338704427085,2709.7263997395835
Cortland Duluth - Phase 1C,3x2,2024-06-30,"2,170",Baseline Rent Accepted,,Zack Knab,2024-07-01,2156.4560046827937,2109.1220203077937,2203.7899890577937
Cortland NoDa,1x1,2024-07-08,"1,683",Baseline Rent Accepted,F90 91%,Melissa Jones,2024-07-09,1675.0519862481726,1637.1728358575476,1712.9312587091101
Cortland University North,2x2,2024-07-12,"1,482",Baseline Rent Accepted,F90 89.5%,Melissa Jones,2024-07-13,1481.8990502450981,1446.2805199716606,1517.5175805185356
Cortland University North,2x2,2024-08-19,"1,410",Baseline Rent Accepted,F90 88%,Melissa Jones,2024-08-20,1487.0206322763481,1451.2739281747856,1522.7672143075981
Cortland at 2534,2x2,2024-08-13,"1,990",Soft/Low trends do not support rent recommendation,,Joshua Bivens,2024-08-14,2046.4996510823569,1996.5454915364583,2096.4539388020835
Cortland La Villita,1x1,2024-08-11,"1,671",Strong/High trends do not support rent recommendation,,Ruchi Naik,2024-08-12,1609.097912016369,1574.3841668991815,1643.8116571335565
Cortland Whitehall,1x1,2024-08-01,"1,492",Baseline Rent Accepted,F90 92.5%,Melissa Jones,2024-08-02,1484.3744825676306,1451.282807762943,1517.466157372318
Cortland Lake Howell,1x1,2024-07-07,"1,583",Baseline Rent Accepted,,Kaitlin Dierks,2024-07-08,1550.6966387774494,1513.6623370196369,1587.7309405352619
Cortland Seventy Seven,2x2,2024-10-21,"1,451",Baseline Rent Accepted,leased 88%,Melissa Jones,2024-10-22,1435.8577294287743,1402.5824608740868,1469.1328759131493
Cortland Nona,1x1,2024-07-10,"1,935",Baseline Rent Accepted,,Kaitlin Dierks,2024-07-11,1945.1904897054037,1900.7212219238281,1989.6598307291667
Cortland Broomfield,1x1,2024-07-08,"1,926",Strong/High trends do not support rent recommendation,,Joshua Bivens,2024-07-09,1880.4446822185905,1834.626200773278,1926.263163663903
Cortland University City,1x1,2024-07-12,"1,245",Known product issue,F90 88%,Melissa Jones,2024-07-13,1200.254864631815,1171.2857484208776,1229.224102913065
Cortland MacArthur,1x1,2024-10-31,"1,392",Soft/Low trends do not support rent recommendation,,Jason Halpert,2024-11-01,1470.8177418428309,1436.2792896943934,1505.3561939912684
Cortland MacArthur,1x1,2024-08-07,"1,542",Other Action taken (see comment),rec is to lower -$4 i held,Ruchi Naik,2024-08-08,1500.6911764705883,1465.2536764705883,1536.1286764705883
Cortland Vizcaya,1x1,2024-07-21,"1,307",Other Action taken (see comment),Deal is being evluated for market and has lease up concerns nearby so taking softer increases,Jason Halpert,2024-07-22,1352.2592397836538,1322.0176626352163,1382.5008169320913
Cortland Falls River,3x2,2024-07-15,"1,983",Baseline Rent Accepted,F90 95%,Melissa Jones,2024-07-16,1937.5623604910713,1891.9871651785713,1983.1375558035713
Cortland Bellevue,1x1,2024-08-08,"1,645",Baseline Rent Accepted,F90 93%,Melissa Jones,2024-08-09,1675.9449114118304,1635.4302629743304,1716.459681919643
Cortland Powell,1x1,2024-06-28,"1,486",Baseline Rent Accepted,F90 100%,Melissa Jones,2024-06-29,1485.7152099609375,1452.064453125,1519.3658447265625
Sunbury Ridge,2x1,2024-08-21,"1,425",Baseline Rent Accepted,F90 94%,Melissa Jones,2024-08-22,1460.1259358723958,1424.5811360677083,1495.6707356770833
Cortland University North,2x2,2024-10-31,"1,380",Soft/Low trends do not support rent recommendation,leased 91%,Melissa Jones,2024-11-01,1452.0327172372856,1417.1607689950981,1486.9045434091606
Reserve at Abbie Lakes,2x2,2024-08-09,"1,410",Low lead conversion,F90 98%,Melissa Jones,2024-08-10,1459.189697265625,1423.0849609375,1495.29443359375
Cortland NoDa,3x2,2024-07-22,"2,655",Baseline Rent Accepted,F90 87.5%,Melissa Jones,2024-07-23,2665.244873046875,2601.77001953125,2728.7197265625
Perimeter Circle,1x1,2024-11-05,"1,445",Baseline Rent Accepted,,Zack Knab,2024-11-06,1477.7201397235576,1443.0007793719951,1512.4396221454326
Cortland Oleander - Phase 1,1x1,2024-08-20,"1,765",Baseline Rent Accepted,,Zack Knab,2024-08-21,1746.207263046436,1706.6202269136236,1785.7942991792486
Cortland Mirror Lake,3x2,2024-06-25,"2,158",Baseline Rent Accepted,,Kaitlin Dierks,2024-06-26,2106.2027994791665,2054.4642740885415,2157.9410807291665
Cortland Olde Raleigh,1x1,2024-07-22,"1,360",Baseline Rent Accepted,"F90 97%, 0 avail",Melissa Jones,2024-07-23,1343.9199290556066,1312.1711497587316,1375.6687083524816
Cortland Midtown East Phase 1 - Vue 64,3x2,2024-07-22,"2,343",Other Action taken (see comment),"F90 84%, offering special",Melissa Jones,2024-07-23,2399.3969855057567,2343.2214483963817,2455.5727667557567
Cortland Whitehall,3x2,2024-07-22,"2,050",Baseline Rent Accepted,F90 100%,Melissa Jones,2024-07-23,2037.2083333333333,1988.2364095052083,2086.1802571614585
Cortland North Druid Hills,2x2,2024-08-20,"2,240",Baseline Rent Accepted,,Zack Knab,2024-08-21,2285.3037039620535,2229.9704520089285,2340.6369559151785
Cortland Flatirons,2x1,2024-08-20,"2,271",Soft/Low trends do not support rent recommendation,,Joshua Bivens,2024-08-21,2095.1107584635415,2043.474609375,2146.7467447916665
Cortland Mirror Lake,2x1,2024-11-05,"1,756",Strong/High trends do not support rent recommendation,,Melissa Jones,2024-11-06,1606.842041015625,1567.6959228515625,1645.988037109375
Cortland Powell,3x2.5,2024-07-28,"2,301",Baseline Rent Accepted,F90 97%,Melissa Jones,2024-07-29,2248.0283203125,2195.52294921875,2300.53369140625
